Identyfikator Produktu Leczniczego;Nazwa Produktu Leczniczego;Rodzaj preparatu;Moc;Postać farmaceutyczna;;
100077235;Grafalon;Ludzki;1 mg;Tabletki;;
100078513;Fastum;Ludzki;1 mg;Tabletki;;
100080237;Iomeron 400;Ludzki;1 mg;Tabletki powlekane;;
100082897;Loratadyna Pylox;Ludzki;1 mg;Tabletki;;
100083879;Biofuroksym;Ludzki;1 mg;Tabletki o przedłużonym uwalnianiu;;
100084962;Salofalk 500;Ludzki;1 mg;Tabletki;;
100090052;Normosan fix;Ludzki;1 mg;Żel;;
100091011;Siofor 500;Ludzki;1 mg;Tabletki o przedłużonym uwalnianiu;;
100091270;Sandostatin LAR;Ludzki;1 mg;Proszek do sporządzania roztworu do wstrzykiwań i infuzji;;
100091726;Stocrin;Ludzki;1 mg;Tabletki powlekane;;
100092476;Trifas 10;Ludzki;1 mg;Pastylki twarde;;
100096698;Tlen medyczny Linde;Ludzki;1 mg;Tabletki powlekane;;
100099366;Doxanorm;Ludzki;1 mg;Tabletki;;
100099538;Spamilan;Ludzki;1 mg;Tabletki;;
100104966;Mimpara;Ludzki;1 mg;Tabletki;;
100105397;Diazidan;Ludzki;1 mg;Tabletki;;
100105730;Insuman Rapid;Ludzki;1 mg;Tabletki;;
100105799;Insuman Comb 15;Ludzki;1 mg;Tabletki;;
100111481;Symla;Ludzki;1 mg;Tabletki;;
100113089;Polpril;Ludzki;1 mg;Tabletki drażowane;;
100125419;Bondronat;Ludzki;1 mg;Tabletki;;
100128926;Formodual;Ludzki;1 mg;Tabletki powlekane;;
100129593;Prenome;Ludzki;1 mg;Tabletki;;
100131733;Avodart;Ludzki;1 mg;Tabletki;;
100134890;Vesicare 10 mg;Ludzki;1 mg;Tabletki powlekane;;
100135228;Acatar Zatoki;Ludzki;1 mg;Tabletki powlekane;;
100138787;Sprycel;Ludzki;1 mg;Proszek do sporządzania koncentratu roztworu do infuzji;;
100145379;Gabapentin Teva;Ludzki;1 mg;Tabletki;;
100159170;Skinsept Mucosa;Ludzki;1 mg;Tabletki;;
100159447;Atram 12,5;Ludzki;1 mg;Tabletki powlekane;;
100159750;Ampril 2,5 mg tabletki;Ludzki;1 mg;Tabletki;;
100163845;Geloplasma;Ludzki;1 mg;Tabletki powlekane;;
100164738;Agapurin SR 400;Ludzki;1 mg;Tabletki powlekane;;
100180269;Kventiax 100 mg tabletki powlekane;Ludzki;1 mg;Tabletki ulegające rozpadowi w jamie ustnej;;
100181300;Formetic;Ludzki;1 mg;Tabletki powlekane;;
100191416;Olanzapine +pharma;Ludzki;1 mg;Tabletki powlekane;;
100194194;Gliclada;Ludzki;1 mg;Tabletki powlekane;;
100194410;Uroflow 1;Ludzki;1 mg;Tabletki powlekane;;
100208312;Insuman Comb 30;Ludzki;1 mg;Kapsułki twarde;;
100209033;Latuda;Ludzki;1 mg;Tabletki powlekane;;
100209814;Dironorm;Ludzki;1 mg;Tabletki;;
100211053;Alvia Zaparcia;Ludzki;1 mg;Proszek do sporządzania roztworu do wstrzykiwań;;
100211254;Levetiracetam Accord;Ludzki;1 mg;Tabletki powlekane;;
100213454;Euthyrox N 88 mcg;Ludzki;1 mg;Kapsułki twarde;;
100214867;Clopidogrel Taw Pharma;Ludzki;1 mg;Tabletki o zmodyfikowanym uwalnianiu;;
100225428;Monover;Ludzki;1 mg;Tabletki powlekane;;
100227806;Zovirax Duo;Ludzki;1 mg;Tabletki;;
100228875;Apo-Atorva;Ludzki;1 mg;Proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań;;
100234108;Tulip 40 mg;Ludzki;1 mg;Tabletki;;
100242190;Isoprinosine;Ludzki;1 mg;Tabletki powlekane;;
100244176;Temomedac;Ludzki;1 mg;Tabletki;;
100248777;Flukonazol Actavis;Ludzki;1 mg;Granulat do sporządzania zawiesiny doustnej;;
100250550;Levomine;Ludzki;1 mg;Tabletki powlekane;;
100254482;Temozolomide Accord;Ludzki;1 mg;Kapsułki twarde;;
100261855;Concoram;Ludzki;1 mg;Tabletki powlekane;;
100261878;Concoram;Ludzki;1 mg;Tabletki powlekane;;
100272304;Bonadea;Ludzki;1 mg;Tabletki powlekane;;
100273634;PecFent;Ludzki;1 mg;Roztwór do wstrzykiwań;;
100279039;Corneregel;Ludzki;1 mg;Proszek do sporządzania koncentratu roztworu do infuzji;;
100283124;Ridlip;Ludzki;1 mg;Tabletki;;
100285086;Inlyta;Ludzki;1 mg;Tabletki powlekane;;
100286170;Limfodrenaż-Pascoe Sensitiv;Ludzki;1 mg;Tabletki powlekane;;
100289517;Calcium Sandoz + Vitamin D3;Ludzki;1 mg;Tabletka do rozgryzania i żucia;;
100290911;Lesiplus;Ludzki;1 mg;Tabletki powlekane;;
100297238;Temozolomide Fair-Med;Ludzki;1 mg;Tabletki;;
100302011;Rivastigmine Mylan;Ludzki;1 mg;Tabletki do rozgryzania i żucia;;
100302130;Tafinlar;Ludzki;1 mg;Tabletki;;
100304814;Gynoxin;Ludzki;1 mg;Tabletki;;
100305630;Mozarin Swift;Ludzki;1 mg;Tabletki;;
100307385;Aspirin Complex Hot;Ludzki;1 mg;Tabletki;;
100307847;Mirtagen;Ludzki;1 mg;Tabletki;;
100312742;Oprymea;Ludzki;1 mg;Tabletki powlekane;;
100314356;Resolor;Ludzki;1 mg;Tabletki do rozgryzania i żucia;;
100314675;Lapixen;Ludzki;1 mg;Tabletki do żucia;;
100321356;Mercurius Corrosivus;Ludzki;1 mg;Tabletki;;
100324202;Aknemycin Plus;Ludzki;1 mg;Tabletki do rozgryzania i żucia;;
100326810;Sirdalud;Ludzki;1 mg;Tabletki powlekane;;
100335335;Cerdelga;Ludzki;1 mg;Kapsułki twarde;;
100339480;Silandyl;Ludzki;1 mg;Tabletki;;
100339706;Rasagiline Accord;Ludzki;1 mg;Proszek do sporządzania koncentratu roztworu do infuzji;;
100339729;Tibelia;Ludzki;1 mg;Tabletki;;
100341229;Pragiola;Ludzki;1 mg;Tabletki powlekane;;
100342520;Pentasa;Ludzki;1 mg;Tabletki;;
100343984;NiQuitin Fruit;Ludzki;1 mg;Zestaw do sporządzania preparatu radiofarmaceutycznego;;
100352167;Hedussin;Ludzki;1 mg;Tabletki powlekane;;
100356053;AirFluSal Forspiro;Ludzki;1 mg;Tabletki o przedłużonym uwalnianiu;;
100362622;Prospan;Ludzki;1 mg;Proszek do sporządzania roztworu do wstrzykiwań;;
100363024;Spectrila;Ludzki;1 mg;Tabletki;;
100367708;Caspofungin Adamed;Ludzki;1 mg;Tabletki;;
100370194;Idarubicin Accord;Ludzki;1 mg;Tabletki;;
100370870;Doxar;Ludzki;1 mg;Tabletki;;
100370892;Clobetaxon;Ludzki;1 mg;Tabletki;;
100376274;Saridon;Ludzki;1 mg;Proszek do sporządzania roztworu do wstrzykiwań;;
100376481;Imatinib LEK-AM;Ludzki;1 mg;Tabletki;;
100376854;Diclovit;Ludzki;1 mg;Proszek do sporządzania roztworu do wstrzykiwań;;
100390682;Sumilar HCT;Ludzki;1 mg;Tabletki;;
100400647;Tookad;Ludzki;1 mg;Tabletki;;
100404349;Piramil 5 mg;Ludzki;1 mg;Tabletki powlekane;;
100404378;Piramil 10 mg;Ludzki;1 mg;Tabletki powlekane;;
100405314;Nivalin;Ludzki;1 mg;Tabletki powlekane;;
100405343;Althyxin;Ludzki;1 mg;Tabletki powlekane;;
100407514;Metronidazol Aurovitas;Ludzki;1 mg;Zestaw do sporządzania preparatu radiofarmaceutycznego;;
100408206;Levothyroxine Accord;Ludzki;1 mg;Tabletki;;
100410172;Trazimera;Ludzki;1 mg;Kapsułki twarde;;
100410278;Sitagliptyna/Chlorowodorek metforminy Polpharma;Ludzki;1 mg;Kapsułki twarde;;
100413555;Doxar;Ludzki;1 mg;Tabletki;;
100414490;Rolpryna SR;Ludzki;1 mg;Tabletki;;
100414810;Uromitexan;Ludzki;1 mg;Tabletki powlekane;;
100416513;Luxturna;Ludzki;1 mg;Tabletki powlekane;;
100418564;Olicard 40 retard;Ludzki;1 mg;Proszek do sporządzania koncentratu roztworu do infuzji;;
100419701;Cinacalcet Aurovitas;Ludzki;1 mg;Tabletki;;
100420199;Tadalafil MENSIL MED;Ludzki;1 mg;Proszek do sporządzania roztworu do wstrzykiwań;;
100420756;Biorphen;Ludzki;1 mg;Tabletki powlekane;;
100420897;Deca-Durabolin;Ludzki;1 mg;Tabletki;;
100421649;Aurosolin;Ludzki;1 mg;Kapsułki o przedłużonym uwalnianiu, twarde;;
100423163;Lokelma;Ludzki;1 mg;Tabletki;;
100423186;Xromi;Ludzki;1 mg;Tabletki;;
100423855;Rivaroxaban Intas;Ludzki;1 mg;Tabletki;;
100424429;Flegamina MAX;Ludzki;1 mg;Tabletki powlekane;;
100424889;Tritace 10;Ludzki;1 mg;Tabletki ulegające rozpadowi w jamie ustnej;;
100425587;Norvasc;Ludzki;1 mg;Tabletki;;
100425742;Cisatracurium Accordpharma;Ludzki;1 mg;Kapsułki twarde;;
100425802;Sorbifer Durules;Ludzki;1 mg;Granulat w kapsułce do otwierania;;
100431607;Sunitinib Glenmark;Ludzki;1 mg;Tabletki;;
100432191;Zinnat;Ludzki;1 mg;Kapsułki o przedłużonym uwalnianiu, twarde;;
100432297;Dermocort;Ludzki;1 mg;Tabletki powlekane;;
100432469;Olanzapine APC;Ludzki;1 mg;Tabletki powlekane;;
100433612;Noclaud;Ludzki;1 mg;Tabletki o przedłużonym uwalnianiu;;
100433782;Suganet;Ludzki;1 mg;Tabletki;;
100434830;Feldene;Ludzki;1 mg;Tabletki;;
100436148;Tardyferon-Fol;Ludzki;1 mg;Tabletki;;
100436355;Cinacalcet Sandoz;Ludzki;1 mg;Tabletki;;
100436390;Neostreptaza;Ludzki;1 mg;Roztwór do wstrzykiwań we wstrzykiwaczu;;
100439655;Daruph;Ludzki;1 mg;Proszek do sporządzania roztworu do wstrzykiwań;;
100439738;Netenax;Ludzki;1 mg;Proszek do sporządzania roztworu do wstrzykiwań;;
100439796;Agen 5;Ludzki;1 mg;Tabletki do sporządzania zawiesiny doustnej;;
100440859;Iberogast;Ludzki;1 mg;Granulat;;
100445035;Crestor;Ludzki;1 mg;Tabletki powlekane;;
100446655;Trulicity;Ludzki;1 mg;Kapsułki twarde;;
100447614;Pulnozin o smaku czarnej porzeczki;Ludzki;1 mg;Tabletki;;
100449085;Abevmy;Ludzki;1 mg;Tabletki;;
100449636;Pirfenidon Stada;Ludzki;1 mg;Tabletki;;
100453428;Xarelto;Ludzki;1 mg;Tabletki;;
100453580;Flixodil Combo;Ludzki;1 mg;Tabletki;;
100453950;Ansifora;Ludzki;1 mg;Tabletki powlekane;;
100456819;Tritace 10;Ludzki;1 mg;Tabletki;;
100459839;Bortezomib Fresenius Kabi;Ludzki;1 mg;Tabletki;;
100463627;Daktarin-oral;Ludzki;1 mg;Tabletki;;
100468977;Dimethyl fumarate Polpharma;Ludzki;1 mg;Tabletki;;
100471503;Pemetrexed Glenmark;Ludzki;1 mg;Tabletki;;
100472667;Carteol LP 2% Preservative Free;Ludzki;1 mg;Tabletki;;
100474204;Symonette;Ludzki;1 mg;Roztwór do wstrzykiwań we wstrzykiwaczu;;
100474211;Aludran;Ludzki;1 mg;Roztwór do wstrzykiwań w ampułko-strzykawce;;
100477452;Vegzelma;Ludzki;1 mg;Tabletki powlekane;;
100477870;Spikevax;Ludzki;1 mg;Krem;;
100479841;Apixaban Cipla;Ludzki;1 mg;Kapsułki o przedłużonym uwalnianiu, twarde;;
100480158;Apixaban Sandoz;Ludzki;1 mg;Tabletki;;
100480217;Kwas traneksamowy Tillomed;Ludzki;1 mg;Tabletki;;
100480295;Tetralysal;Ludzki;1 mg;Tabletki;;
100480992;Sugammadex Amomed;Ludzki;1 mg;Tabletki;;
100482301;Ivermectin STADA;Ludzki;1 mg;Proszek doustny w kapsułkach otwieranych;;
100482365;Sitagliptin/Metformin hydrochloride SUN;Ludzki;1 mg;Tabletki o przedłużonym uwalnianiu;;
100482620;Nilotinib STADA;Ludzki;1 mg;Tabletki;;
100484838;Polcylin;Ludzki;1 mg;Tabletki powlekane;;
100487182;Gynoxin Uno;Ludzki;1 mg;Tabletki;;
100487840;Tenaxum;Ludzki;1 mg;Proszek do sporządzania roztworu do wstrzykiwań;;
100487931;Vitaminum C Neupharm;Ludzki;1 mg;Tabletki;;
100490858;Enbrel;Ludzki;1 mg;Proszek do sporządzania koncentratu roztworu do infuzji;;
100490897;Femoston mini;Ludzki;1 mg;Tabletki powlekane;;
100493762;EMLA PLASTER;Ludzki;1 mg;Tabletki;;
100497335;Figozap;Ludzki;1 mg;Roztwór do wstrzykiwań we wstrzykiwaczu;;
100500090;Ammorro;Ludzki;1 mg;Tabletki;;
100500727;Widat;Ludzki;1 mg;Koncentrat do sporządzania roztworu do infuzji;;
100502843;Selexipag Polpharma;Ludzki;1 mg;Tabletki powlekane;;
100507290;Pixxoscan;Ludzki;1 mg;Proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań;;
100507810;Tauvid;Ludzki;1 mg;Tabletki o zmodyfikowanym uwalnianiu;;
100515190;NuvaRing;Ludzki;1 mg;Tabletka;;
100519817;Cresemba;Ludzki;1 mg;Tabletki powlekane;;
100519961;Psylipax;Ludzki;1 mg;Tabletki;;
100528577;Lunsumio;Ludzki;1 mg;Tabletki;;
100530308;Zentel;Ludzki;1 mg;Kapsułki twarde;;
100530420;Arthryl;Ludzki;1 mg;Kapsułki twarde;;
100530568;Dymista;Ludzki;1 mg;Kapsułki twarde;;
100530992;Floxal;Ludzki;1 mg;Kapsułki twarde;;
100531219;NiQuitin Przezroczysty;Ludzki;1 mg;Kapsułki twarde;;
100533556;Nicorette Freshmint Gum;Ludzki;1 mg;Tabletki;;
100535749;Sabril;Ludzki;1 mg;Kapsułki twarde;;
100191712;Pradaxa;Ludzki;1 mg  + 0,5 mg;Tabletki;;
100001893;NovoSeven;Ludzki;1 mg (50 000 j.m.);Proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań;;
100124555;Cozaar;Ludzki;1 mg (biała), 1 mg + 10 mg (szara);Tabletki powlekane;;
100148047;Spirytus salicylowy LGO;Ludzki;1 mg (czerwone tabletki), 1 mg + 1 mg (białe tabletki);Tabletki powlekane;;
100090655;Exelon;Ludzki;1 mg + 0,5 mg;Tabletki powlekane;;
100113557;Yasnal;Ludzki;1 mg + 1 mg;Tabletki do ssania;;
100015323;Coldrex o smaku cytrynowym;Ludzki;1 mg + 100 mg;Tabletki drażowane;;
100451372;Lipanthyl NT 145;Ludzki;1 mg + 100 mg;Kapsułki miękkie;;
100138379;Doxonex;Ludzki;1 mg + 2 mg;Tabletki powlekane;;
100363828;Buscopan;Ludzki;1 mg + 2 mg;Tabletki powlekane;;
100394421;Aciclovir Aurovitas;Ludzki;1 mg + 2 mg;Tabletki;;
100111950;Arava;Ludzki;1 mg + 5 mg;Tabletki powlekane;;
100035580;Kreon 25 000;Ludzki;1 mg DMSA;Zestaw do sporządzania preparatu radiofarmaceutycznego;;
100221732;Maść kamforowa;Ludzki;1 mg MIBI;Zestaw do sporządzania preparatu radiofarmaceutycznego;;
100321391;Hypericum Perforatum;Ludzki;1 mg/ g;Żel do uszu;;
100303980;Mirzaten;Ludzki;1 mg/ ml;Roztwór do wstrzykiwań;;
100539427;Ventolin Dysk;Ludzki;1 mg/ tabl.;Tabletka;;
100131443;Fromilid Uno;Ludzki;1 mg/10 ml;Syrop;;
100209978;Xefo Rapid;Ludzki;1 mg/10 ml;Syrop;;
100364029;Valarox;Ludzki;1 mg/10 ml;Roztwór do wstrzykiwań w ampułko-strzykawce;;
100218010;Candepres;Ludzki;1 mg/24 h;System transdermalny, plaster;;
100091382;Propecia;Ludzki;1 mg/5 ml;Syrop;;
100321072;Kreosotum;Ludzki;1 mg/dawkę;Aerozol do stosowania w jamie ustnej;;
100399631;Xanax;Ludzki;1 mg/dawkę;Aerozol do stosowania w jamie ustnej, roztwór;;
100000020;Edelan;Ludzki;1 mg/g;Krem;;
100015613;Metafen Ibuprofen;Ludzki;1 mg/g;Płyn na skórę;;
100016127;CromoHexal;Ludzki;1 mg/g;Maść do oczu;;
100017865;Depo-Medrol z Lidokainą;Ludzki;1 mg/g;Krem;;
100018095;Dermovit F;Ludzki;1 mg/g;Maść;;
100024196;Fevarin;Ludzki;1 mg/g;Żel;;
100030630;Inhibace;Ludzki;1 mg/g;Żel;;
100037201;Lerivon;Ludzki;1 mg/g;Krem;;
100037282;Letrox 100;Ludzki;1 mg/g;Maść;;
100039708;Loperamid WZF;Ludzki;1 mg/g;Krem;;
100039714;Lorafen;Ludzki;1 mg/g;Emulsja;;
100039720;Lorafen;Ludzki;1 mg/g;Krem;;
100050839;Oxycort;Ludzki;1 mg/g;Krem dopochwowy;;
100059007;Rubital Compositum;Ludzki;1 mg/g;Płyn na skórę;;
100072456;Zavedos;Ludzki;1 mg/g;Żel do nosa;;
100073496;Ziele Pięciornika gęsiego;Ludzki;1 mg/g;Krople do nosa, roztwór;;
100075029;CellCept;Ludzki;1 mg/g;Krem;;
100075041;Dalacin;Ludzki;1 mg/g;Maść;;
100075064;Depakine;Ludzki;1 mg/g;Emulsja na skórę;;
100089988;Medispirant stepspray;Ludzki;1 mg/g;Krem dopochwowy;;
100096936;Minirin;Ludzki;1 mg/g;Krem;;
100098740;Grypostop;Ludzki;1 mg/g;Krem;;
100109544;Zyprexa;Ludzki;1 mg/g;Krem;;
100227752;Vibin mini;Ludzki;1 mg/g;Maść;;
100244609;Itrax;Ludzki;1 mg/g;Maść;;
100297528;Carzap HCT;Ludzki;1 mg/g;Żel;;
100302583;Elicea Q-Tab;Ludzki;1 mg/g;Krem;;
100317509;Mucofortin;Ludzki;1 mg/g;Maść;;
100321043;Phosphoricum Acidum;Ludzki;1 mg/g;Roztwór na skórę;;
100321474;Sanguinaria Canadensis;Ludzki;1 mg/g;Krem;;
100321480;Ricinus Communis;Ludzki;1 mg/g;Żel;;
100323042;Pregabalin Viatris Pharma;Ludzki;1 mg/g;Krem;;
100323208;Tecfidera;Ludzki;1 mg/g;Krem;;
100326365;Ibandronic Acid Noridem;Ludzki;1 mg/g;Roztwór na skórę;;
100326661;Rosulip Plus;Ludzki;1 mg/g;Roztwór na skórę;;
100326678;Dobenox;Ludzki;1 mg/g;Maść;;
100330349;Supliven;Ludzki;1 mg/g;Krem;;
100342714;Gopten 2,0;Ludzki;1 mg/g;Maść;;
100358046;Neurapas;Ludzki;1 mg/g;Maść;;
100362757;Lepsitam;Ludzki;1 mg/g;Maść;;
100363567;Avamina SR;Ludzki;1 mg/g;Krem;;
100363573;Avamina SR;Ludzki;1 mg/g;Roztwór na skórę;;
100372922;Etoricoxib Teva;Ludzki;1 mg/g;Maść;;
100375530;Epilantin;Ludzki;1 mg/g;Maść;;
100375613;Dermisil;Ludzki;1 mg/g;Krem;;
100375688;Noclaud;Ludzki;1 mg/g;Maść;;
100376340;Zulbex;Ludzki;1 mg/g;Żel;;
100376535;Atosiban EVER Pharma;Ludzki;1 mg/g;Krem;;
100377061;Malarone;Ludzki;1 mg/g;Maść;;
100377552;Mysildecard;Ludzki;1 mg/g;Maść;;
100379203;Nebivolol Genoptim;Ludzki;1 mg/g;Maść;;
100381832;Ninlaro;Ludzki;1 mg/g;Maść;;
100382560;Malarone;Ludzki;1 mg/g;Krem;;
100382990;Efferalgan;Ludzki;1 mg/g;Żel;;
100385959;Dostinex;Ludzki;1 mg/g;Krem;;
100391865;Elmiron;Ludzki;1 mg/g;Krem;;
100391902;Ivabradine Accord;Ludzki;1 mg/g;Maść;;
100392190;Mupina;Ludzki;1 mg/g;Maść;;
100393781;Midazolam Kalceks;Ludzki;1 mg/g;Maść;;
100396779;Amlodipine + Valsartan+ Hydrochlorothiazide Polpharma;Ludzki;1 mg/g;Krem;;
100397023;Metformax SR 750;Ludzki;1 mg/g;Żel;;
100402385;Hydrochlorothiazide Aurovitas;Ludzki;1 mg/g;Maść;;
100404510;Medithyrox;Ludzki;1 mg/g;Żel;;
100405515;Tadalafil Aurovitas;Ludzki;1 mg/g;Krem;;
100420880;Domilgan;Ludzki;1 mg/g;Maść;;
100429220;Metoprolol Medreg;Ludzki;1 mg/g;Krem;;
100431642;Kastel;Ludzki;1 mg/g;Żel;;
100432788;Cerazette;Ludzki;1 mg/g;Krem;;
100433180;Wellbutrin XR;Ludzki;1 mg/g;Krem;;
100434528;Concor Cor 1,25;Ludzki;1 mg/g;Krem;;
100435628;Insulin aspart Sanofi;Ludzki;1 mg/g;Maść;;
100440405;Anesderm;Ludzki;1 mg/g;Maść;;
100441729;Stoperan Junior;Ludzki;1 mg/g;Krem;;
100442321;Sitagliptin Sandoz;Ludzki;1 mg/g;Maść;;
100442462;Piramil 5 mg;Ludzki;1 mg/g;Żel;;
100442479;Teicoplanin AptaPharma;Ludzki;1 mg/g;Krem;;
100442657;Polalid;Ludzki;1 mg/g;Krem;;
100442864;Linorion;Ludzki;1 mg/g;Maść;;
100444403;CoArprenessa;Ludzki;1 mg/g;Emulsja na skórę;;
100445868;Imovane;Ludzki;1 mg/g;Maść;;
100446365;AuroBlock Fast;Ludzki;1 mg/g;Żel;;
100446738;Beto 100 ZK;Ludzki;1 mg/g;Maść;;
100448565;Cezera;Ludzki;1 mg/g;Maść;;
100457113;Bylvay;Ludzki;1 mg/g;Maść;;
100463725;Vemonis Ultra;Ludzki;1 mg/g;Maść;;
100464167;Corneregel;Ludzki;1 mg/g;Krem;;
100465299;Escitalopram Grindeks;Ludzki;1 mg/g;Żel;;
100474496;Tardyferon;Ludzki;1 mg/g;Maść;;
100476794;Colivia;Ludzki;1 mg/g;Krem dopochwowy;;
100477224;Apiolin;Ludzki;1 mg/g;Krem;;
100477764;Tranxene;Ludzki;1 mg/g;Krem;;
100478710;Procysbi;Ludzki;1 mg/g;Krem;;
100486701;Pomalidomide Glenmark;Ludzki;1 mg/g;Krem dopochwowy;;
100486800;NuvaRing;Ludzki;1 mg/g;Krem dopochwowy;;
100490325;Escapelle tabletka 1500 mikrogramów;Ludzki;1 mg/g;Żel;;
100491366;Fingolimod Olpha;Ludzki;1 mg/g;Krem;;
100491653;Vigantol;Ludzki;1 mg/g;Krem;;
100494823;Triderm;Ludzki;1 mg/g;Krem dopochwowy;;
100495110;Micafungin Reig Jofre;Ludzki;1 mg/g;Żel;;
100495128;Micafungin Reig Jofre;Ludzki;1 mg/g;Żel;;
100496802;Nintedanib Accord;Ludzki;1 mg/g;Krem;;
100499307;Altuvoct;Ludzki;1 mg/g;Płyn na skórę;;
100501085;Ropinirole SaneXcel;Ludzki;1 mg/g;Krem;;
100501918;Pylera;Ludzki;1 mg/g;Żel;;
100504815;EURneffy;Ludzki;1 mg/g;Maść;;
100505701;Agapurin SR 400;Ludzki;1 mg/g;Maść;;
100505870;Lurobran;Ludzki;1 mg/g;Krem;;
100505888;Lurobran;Ludzki;1 mg/g;Maść;;
100508942;Amgevita;Ludzki;1 mg/g;Krem;;
100526065;Romvimza;Ludzki;1 mg/g;Żel;;
100533706;Steqeyma;Ludzki;1 mg/g;Krem;;
100533927;Atywia;Ludzki;1 mg/g;Maść;;
100507380;Neurovit;Ludzki;1 mg/g + 10 mg/g;Żel;;
100441511;Sansik;Ludzki;1 mg/g + 20 mg/g;Aerozol na skórę;;
100507341;Sirdalud;Ludzki;1 mg/g + 20 mg/g;Aerozol na skórę, roztwór;;
100529711;Kyinsu;Ludzki;1 mg/g + 25 mg/g;Żel;;
100529736;Hidrasec 30 mg;Ludzki;1 mg/g + 25 mg/g;Żel;;
100537409;Nimesil;Ludzki;1 mg/g + 3500 j.m./g + 6000 j.m./g;Maść do oczu;;
100110582;Tenox;Ludzki;1 mg/g,0,1%;Żel;;
100001901;Zyrtec;Ludzki;1 mg/ml;Roztwór doustny;;
100010018;Betoptic S;Ludzki;1 mg/ml;Roztwór do wstrzykiwań;;
100011710;Broncho-Vaxom;Ludzki;1 mg/ml;Krople do oczu, roztwór;;
100014832;Clemastinum WZF;Ludzki;1 mg/ml;Syrop;;
100014878;Clexane;Ludzki;1 mg/ml;Roztwór do wstrzykiwań;;
100015027;Clopamid VP;Ludzki;1 mg/ml;Roztwór do wstrzykiwań;;
100018379;Dexamytrex;Ludzki;1 mg/ml;Krople do oczu, zawiesina;;
100019060;Digoxin Teva;Ludzki;1 mg/ml;Syrop;;
100024167;Venofer;Ludzki;1 mg/ml;Krople doustne, roztwór;;
100024894;Fluormex;Ludzki;1 mg/ml;Krople do oczu, zawiesina;;
100030920;Insulatard;Ludzki;1 mg/ml;Roztwór do wstrzykiwań;;
100037218;Lerivon;Ludzki;1 mg/ml;Płyn na skórę;;
100037595;Lignocainum hydrochloricum 1%;Ludzki;1 mg/ml;Koncentrat do sporządzania roztworu do infuzji;;
100045270;Nakom Mite;Ludzki;1 mg/ml;Krople do oczu, roztwór;;
100052577;Perosall T13;Ludzki;1 mg/ml;Roztwór do infuzji;;
100057043;Owix;Ludzki;1 mg/ml;Roztwór do nebulizacji;;
100073668;Ziele Przywrotnika;Ludzki;1 mg/ml;Krople do nosa, roztwór;;
100075124;Dilatrend;Ludzki;1 mg/ml;Roztwór do infuzji;;
100078223;Pirolam;Ludzki;1 mg/ml;Zawiesina doustna;;
100087475;Baladex;Ludzki;1 mg/ml;Roztwór doustny;;
100087966;Nephrotect;Ludzki;1 mg/ml;Roztwór do wstrzykiwań;;
100092482;Trifas 20;Ludzki;1 mg/ml;Roztwór do wstrzykiwań;;
100092909;Legalon 140;Ludzki;1 mg/ml;Krople do oczu, zawiesina;;
100100490;Integrilin;Ludzki;1 mg/ml;Roztwór do wstrzykiwań;;
100103961;Tokovit A + E;Ludzki;1 mg/ml;Roztwór doustny;;
100104386;Keppra;Ludzki;1 mg/ml;Krem;;
100108935;Equoral;Ludzki;1 mg/ml;Krople do nosa, roztwór;;
100108958;Equoral;Ludzki;1 mg/ml;Aerozol do nosa;;
100113356;Vfend;Ludzki;1 mg/ml;Krople do oczu, roztwór;;
100114433;Dexadent;Ludzki;1 mg/ml;Koncentrat do sporządzania roztworu do infuzji;;
100118773;Ziele Krwawnika;Ludzki;1 mg/ml;Krople do oczu, roztwór;;
100120304;Maxigra;Ludzki;1 mg/ml;Krople do oczu, roztwór;;
100121568;Baikaderm;Ludzki;1 mg/ml;Roztwór do wstrzykiwań;;
100132543;Zolaxa;Ludzki;1 mg/ml;Koncentrat do sporządzania roztworu do infuzji;;
100160203;Prostamnic;Ludzki;1 mg/ml;Krople do oczu, roztwór;;
100162691;Cachexan;Ludzki;1 mg/ml;Koncentrat do sporządzania roztworu do infuzji;;
100163153;Liść Brzozy;Ludzki;1 mg/ml;Koncentrat do sporządzania roztworu do infuzji;;
100173890;Torendo Q-Tab 1 mg;Ludzki;1 mg/ml;Aerozol do nosa, roztwór;;
100182245;Risendros 35;Ludzki;1 mg/ml;Roztwór do infuzji;;
100192350;Effentora;Ludzki;1 mg/ml;Krople do oczu, roztwór;;
100196721;Fluoxetin Polpharma;Ludzki;1 mg/ml;Koncentrat do sporządzania roztworu do infuzji;;
100212791;Prezista;Ludzki;1 mg/ml;Koncentrat do sporządzania roztworu do infuzji;;
100220968;Polinail;Ludzki;1 mg/ml;Roztwór do wstrzykiwań;;
100222364;Amisan;Ludzki;1 mg/ml;Syrop;;
100222387;Ramipril Actavis;Ludzki;1 mg/ml;Krople do oczu, zawiesina;;
100230814;Stelara;Ludzki;1 mg/ml;Roztwór doustny;;
100230926;Oxaliplatinum Accord;Ludzki;1 mg/ml;Aerozol do nosa, roztwór;;
100231009;Ultop;Ludzki;1 mg/ml;Roztwór do wstrzykiwań;;
100237667;Lacteol Fort 340 mg;Ludzki;1 mg/ml;Roztwór do wstrzykiwań lub infuzji;;
